Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score
Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Ramos-Vinolas A.,Lacko L.,Lacko L.,26,121,1435,486,1.66,2.2,6-4 5-7 6-1 4-6 3-6
Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Khachanov K.,Mannarino A.,Khachanov K.,52,61,875,781,1.66,2.2,6-4 3-6 7-6 6-3
Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Duckworth J.,Lorenzi P.,Lorenzi P.,107,43,557,1033,1.66,2.2,4-6 6-7 7-6 4-6
Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Seppi A.,Mathieu P.H.,Seppi A.,89,75,635,700,1.36,3.25,6-4 7-6 6-7 7-5
Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Fratangelo B.,Rubin N.,Rubin N.,113,200,519,274,1.57,2.37,7-6 5-7 6-3 2-6 2-6
Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Bublik A.,Pouille L.,Bublik A.,207,16,268,2131,4.0,1.25,6-0 3-6 6-3 6-4
Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Granollers M.,Sela D.,Sela D.,38,67,1123,731,1.8,2.0,7-5 3-6 2-6 0-6
Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Evans D.,Bagnis F.,Evans D.,51,65,886,739,1.3,3.5,7-6 6-3 6-1
Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Monteiro T.,Tsonga J.W.,Tsonga J.W.,83,12,664,2505,17.0,1.02,1-6 3-6 7-6 2-6
Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Sock J.,Herbert P.H.,Sock J.,20,73,1810,705,1.18,4.5,6-4 7-6 6-3
Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Delbonis F.,Johnson S.,Johnson S.,44,30,1030,1390,3.75,1.28,3-6 4-6 4-6
Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Kyrgios N.,Elias G.,Kyrgios N.,13,77,2460,698,1.06,9.0,6-1 6-2 6-2
Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Klizan M.,Wawrinka S.,Wawrinka S.,34,4,1230,5155,11.0,1.05,6-4 4-6 5-7 6-4 4-6
Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Darcis S.,Groth S.,Darcis S.,71,162,707,355,1.57,2.37,3-6 6-3 6-2 6-2
Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Melzer J.,Federer R.,Federer R.,300,17,164,1980,13.0,1.04,5-7 6-3 2-6 2-6
Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Kohlschreiber P.,Basilashvili N.,Kohlschreiber P.,33,92,1325,630,1.22,4.33,6-4 3-6 7-6 6-4
Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Donaldson J.,Dutra Silva R.,Dutra Silva R.,101,439,596,92,1.25,4.0,6-3 6-0 1-6 4-6 4-6
Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Young D.,Fabbiano T.,Young D.,85,141,651,427,1.44,2.75,6-4 7-6 6-4
Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Mmoh M.,Simon G.,Simon G.,190,25,297,1585,5.0,1.16,1-6 3-6 3-6
Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Zverev A.,Haase R.,Zverev A.,24,57,1655,808,1.1,7.0,6-2 3-6 5-7 6-3 6-2
Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Albot R.,Berlocq C.,Berlocq C.,96,90,614,632,1.8,2.0,4-6 6-7 7-5 6-7
Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Nishioka Y.,Bolt A.,Nishioka Y.,99,632,602,46,1.53,2.5,6-4 1-6 6-2 6-4
Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Brown D.,Raonic M.,Raonic M.,66,3,738,5290,11.0,1.05,3-6 4-6 2-6
Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Goffin D.,Opelka R.,Goffin D.,11,208,2750,267,1.16,5.0,6-4 4-6 6-2 4-6 6-4
Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Kukushkin M.,Tiafoe F.,Tiafoe F.,98,108,602,550,2.5,1.53,1-6 7-6 3-6 2-6
Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Nadal R.,Mayer F.,Nadal R.,9,49,3195,903,1.04,11.0,6-3 6-4 6-4
Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Giraldo S.,Edmund K.,Edmund K.,91,46,631,989,3.5,1.3,2-6 5-7 3-6
Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Thiem D.,Struff J.L.,Thiem D.,8,58,3415,796,1.3,3.5,4-6 6-4 6-4 6-3
Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Fritz T.,Muller G.,Muller G.,93,28,628,1415,3.25,1.36,6-7 6-7 3-6
Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Whittington A.,Pavlasek A.,Whittington A.,194,86,289,649,3.0,1.4,6-4 4-6 6-2 6-3
Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Pella G.,Bautista Agut R.,Bautista Agut R.,81,14,685,2350,8.0,1.08,3-6 1-6 1-6
Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Gasquet R.,Mott B.,Gasquet R.,18,287,1885,173,1.02,17.0,6-4 6-4 6-2
Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Coric B.,Dolgopolov O.,Dolgopolov O.,59,69,795,715,1.9,1.9,3-6 4-6 6-3 6-7
Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Thompson J.,Sousa J.,Thompson J.,76,37,699,1135,2.5,1.53,6-7 4-6 6-3 6-2 6-1
Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Tursunov D.,Stepanek R.,Stepanek R.,405,102,105,595,6.0,1.12,2-6 6-7 3-6
Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Karlovic I.,Zeballos H.,Karlovic I.,21,68,1795,725,1.28,3.75,6-7 3-6 7-5 6-2 22-20
Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Medvedev D.,Escobedo E.,Escobedo E.,63,131,751,455,1.44,2.75,5-7 6-4 6-7 1-6
Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Chung H.,Olivo R.,Chung H.,105,79,583,693,1.2,4.5,6-2 6-3 6-2
Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Jasika O.,Ferrer D.,Ferrer D.,290,23,172,1740,5.0,1.16,3-6 0-6 2-6
Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Monfils G.,Vesely J.,Monfils G.,6,53,3625,873,1.3,3.5,6-2 6-3 6-2
Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Lopez F.,Fognini F.,Fognini F.,29,48,1410,945,1.66,2.2,5-7 3-6 5-7
Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Dimitrov G.,O'Connell C.,Dimitrov G.,15,231,2135,228,1.02,15.0,7-6 6-3 6-3
Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Verdasco F.,Djokovic N.,Djokovic N.,40,2,1105,11780,10.0,1.06,1-6 6-7 2-6
Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Istomin D.,Dodig I.,Istomin D.,117,170,498,336,2.0,1.8,6-1 6-4 3-6 7-5
Australian Open,2017-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Chardy J.,Nishikori K.,Nishikori K.,72,5,705,5010,9.0,1.06,3-6 4-6 3-6
Australian Open,2017-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Jaziri M.,Bublik A.,Jaziri M.,56,207,824,268,1.44,2.75,6-2 6-3 7-5
Australian Open,2017-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Lajovic D.,Tsonga J.W.,Tsonga J.W.,94,12,627,2505,9.0,1.07,2-6 2-6 3-6
Australian Open,2017-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Lacko L.,Sela D.,Lacko L.,121,67,486,731,2.75,1.44,2-6 6-3 6-2 6-4
Australian Open,2017-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Isner J.,Zverev M.,Zverev M.,19,50,1850,894,1.44,2.75,7-6 7-6 4-6 6-7 7-9
Australian Open,2017-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Berdych T.,Harrison R.,Berdych T.,10,82,3060,664,1.16,5.0,6-3 7-6 6-2
Australian Open,2017-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Johnson S.,Wawrinka S.,Wawrinka S.,30,4,1390,5155,4.0,1.25,3-6 4-6 4-6
Australian Open,2017-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Troicki V.,Lorenzi P.,Troicki V.,35,43,1225,1033,1.22,4.33,6-3 1-6 7-6 3-6 6-3
Australian Open,2017-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Rubin N.,Federer R.,Federer R.,200,17,274,1980,15.0,1.02,5-7 3-6 6-7
Australian Open,2017-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Darcis S.,Schwartzman D.,Darcis S.,71,54,707,867,2.2,1.66,6-3 6-3 2-6 6-4
Australian Open,2017-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,De Minaur A.,Querrey S.,Querrey S.,301,32,164,1355,3.5,1.3,6-7 0-6 1-6
Australian Open,2017-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Seppi A.,Kyrgios N.,Seppi A.,89,13,635,2460,8.0,1.08,1-6 6-7 6-4 6-2 10-8
Australian Open,2017-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Cilic M.,Evans D.,Evans D.,7,51,3605,886,1.12,5.5,6-3 5-7 3-6 3-6
Australian Open,2017-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Sock J.,Khachanov K.,Sock J.,20,52,1810,875,1.36,3.25,6-3 6-4 6-4
Australian Open,2017-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Estrella Burgos V.,Tomic B.,Tomic B.,103,27,586,1420,9.0,1.06,5-7 6-7 6-4 6-7
Australian Open,2017-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Murray A.,Rublev A.,Murray A.,1,152,12560,383,1.01,26.0,6-3 6-0 6-2
Australian Open,2017-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Berlocq C.,Gasquet R.,Gasquet R.,90,18,632,1885,15.0,1.03,1-6 1-6 1-6
Australian Open,2017-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Carreno Busta P.,Edmund K.,Carreno Busta P.,31,46,1370,989,2.1,1.72,6-2 6-4 6-2
Australian Open,2017-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Young D.,Kohlschreiber P.,Kohlschreiber P.,85,33,651,1325,3.0,1.4,5-7 3-6 0-6
Australian Open,2017-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Simon G.,Dutra Silva R.,Simon G.,25,439,1585,92,1.05,10.0,6-4 6-1 6-1
Australian Open,2017-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Nishioka Y.,Bautista Agut R.,Bautista Agut R.,99,14,602,2350,10.0,1.06,2-6 3-6 3-6
Australian Open,2017-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Dimitrov G.,Chung H.,Dimitrov G.,15,105,2135,583,1.11,6.5,1-6 6-4 6-4 6-4
Australian Open,2017-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Escobedo E.,Ferrer D.,Ferrer D.,131,23,455,1740,4.0,1.25,6-2 4-6 4-6 2-6
Australian Open,2017-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Istomin D.,Djokovic N.,Istomin D.,117,2,498,11780,23.0,1.01,7-6 5-7 2-6 7-6 6-4
Australian Open,2017-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Muller G.,Raonic M.,Raonic M.,28,3,1415,5290,4.33,1.22,3-6 4-6 6-7
Australian Open,2017-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Goffin D.,Stepanek R.,Goffin D.,11,102,2750,595,1.25,4.0,6-4 6-0 6-3
Australian Open,2017-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Dolgopolov O.,Monfils G.,Monfils G.,69,6,715,3625,4.0,1.25,3-6 4-6 6-1 0-6
Australian Open,2017-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Karlovic I.,Whittington A.,Karlovic I.,21,194,1795,289,1.36,3.25,6-4 6-4 6-4
Australian Open,2017-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Tiafoe F.,Zverev A.,Zverev A.,108,24,550,1655,4.5,1.2,2-6 3-6 4-6
Australian Open,2017-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Paire B.,Fognini F.,Paire B.,47,48,960,945,2.1,1.72,7-6 4-6 6-3 3-6 6-3
Australian Open,2017-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Thompson J.,Thiem D.,Thiem D.,76,8,699,3415,4.33,1.2,2-6 1-6 7-6 4-6
Australian Open,2017-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Nadal R.,Baghdatis M.,Nadal R.,9,36,3195,1210,1.07,9.0,6-3 6-1 6-3
Australian Open,2017-01-20,Grand Slam,Outdoor,Hard,3rd Round,5,Darcis S.,Seppi A.,Seppi A.,71,89,707,635,2.2,1.66,6-4 4-6 6-7 6-7
Australian Open,2017-01-20,Grand Slam,Outdoor,Hard,3rd Round,5,Tsonga J.W.,Sock J.,Tsonga J.W.,12,20,2505,1810,1.53,2.5,7-6 7-5 6-7 6-3
Australian Open,2017-01-20,Grand Slam,Outdoor,Hard,3rd Round,5,Jaziri M.,Zverev M.,Zverev M.,56,50,824,894,1.8,2.0,1-6 6-4 3-6 0-6
Australian Open,2017-01-20,Grand Slam,Outdoor,Hard,3rd Round,5,Wawrinka S.,Troicki V.,Wawrinka S.,4,35,5155,1225,1.14,5.5,3-6 6-2 6-2 7-6
Australian Open,2017-01-20,Grand Slam,Outdoor,Hard,3rd Round,5,Querrey S.,Murray A.,Murray A.,32,1,1355,12560,17.0,1.02,4-6 2-6 4-6
Australian Open,2017-01-20,Grand Slam,Outdoor,Hard,3rd Round,5,Evans D.,Tomic B.,Evans D.,51,27,886,1420,2.25,1.61,7-5 7-6 7-6
Australian Open,2017-01-20,Grand Slam,Outdoor,Hard,3rd Round,5,Lacko L.,Nishikori K.,Nishikori K.,121,5,486,5010,15.0,1.02,4-6 4-6 4-6
Australian Open,2017-01-20,Grand Slam,Outdoor,Hard,3rd Round,5,Federer R.,Berdych T.,Federer R.,17,10,1980,3060,1.53,2.5,6-2 6-4 6-4
Australian Open,2017-01-21,Grand Slam,Outdoor,Hard,3rd Round,5,Karlovic I.,Goffin D.,Goffin D.,21,11,1795,2750,4.0,1.25,3-6 2-6 4-6
Australian Open,2017-01-21,Grand Slam,Outdoor,Hard,3rd Round,5,Thiem D.,Paire B.,Thiem D.,8,47,3415,960,1.2,4.5,6-1 4-6 6-4 6-4
Australian Open,2017-01-21,Grand Slam,Outdoor,Hard,3rd Round,5,Ferrer D.,Bautista Agut R.,Bautista Agut R.,23,14,1740,2350,2.75,1.44,5-7 7-6 6-7 4-6
Australian Open,2017-01-21,Grand Slam,Outdoor,Hard,3rd Round,5,Istomin D.,Carreno Busta P.,Istomin D.,117,31,498,1370,3.4,1.33,6-4 4-6 6-4 4-6 6-2
Australian Open,2017-01-21,Grand Slam,Outdoor,Hard,3rd Round,5,Zverev A.,Nadal R.,Nadal R.,24,9,1655,3195,3.5,1.3,6-4 3-6 7-6 3-6 2-6
Australian Open,2017-01-21,Grand Slam,Outdoor,Hard,3rd Round,5,Raonic M.,Simon G.,Raonic M.,3,25,5290,1585,1.16,5.0,6-2 7-6 3-6 6-3
Australian Open,2017-01-21,Grand Slam,Outdoor,Hard,3rd Round,5,Kohlschreiber P.,Monfils G.,Monfils G.,33,6,1325,3625,4.33,1.22,3-6 6-7 4-6
Australian Open,2017-01-21,Grand Slam,Outdoor,Hard,3rd Round,5,Dimitrov G.,Gasquet R.,Dimitrov G.,15,18,2135,1885,1.57,2.37,6-3 6-2 6-4
Australian Open,2017-01-22,Grand Slam,Outdoor,Hard,4th Round,5,Murray A.,Zverev M.,Zverev M.,1,50,12560,894,1.02,15.0,5-7 7-5 2-6 4-6
Australian Open,2017-01-22,Grand Slam,Outdoor,Hard,4th Round,5,Wawrinka S.,Seppi A.,Wawrinka S.,4,89,5155,635,1.1,7.0,7-6 7-6 7-6
Australian Open,2017-01-22,Grand Slam,Outdoor,Hard,4th Round,5,Evans D.,Tsonga J.W.,Tsonga J.W.,51,12,886,2505,4.33,1.22,7-6 2-6 4-6 4-6
Australian Open,2017-01-22,Grand Slam,Outdoor,Hard,4th Round,5,Federer R.,Nishikori K.,Federer R.,17,5,1980,5010,1.66,2.2,6-7 6-4 6-1 4-6 6-3
Australian Open,2017-01-23,Grand Slam,Outdoor,Hard,4th Round,5,Thiem D.,Goffin D.,Goffin D.,8,11,3415,2750,2.2,1.66,7-5 6-7 2-6 2-6
Australian Open,2017-01-23,Grand Slam,Outdoor,Hard,4th Round,5,Dimitrov G.,Istomin D.,Dimitrov G.,15,117,2135,498,1.11,6.5,2-6 7-6 6-2 6-1
Australian Open,2017-01-23,Grand Slam,Outdoor,Hard,4th Round,5,Bautista Agut R.,Raonic M.,Raonic M.,14,3,2350,5290,4.5,1.2,6-7 6-3 4-6 1-6
Australian Open,2017-01-23,Grand Slam,Outdoor,Hard,4th Round,5,Nadal R.,Monfils G.,Nadal R.,9,6,3195,3625,1.4,3.0,6-3 6-3 4-6 6-4
Australian Open,2017-01-24,Grand Slam,Outdoor,Hard,Quarterfinals,5,Tsonga J.W.,Wawrinka S.,Wawrinka S.,12,4,2505,5155,2.3,1.61,6-7 4-6 3-6
Australian Open,2017-01-24,Grand Slam,Outdoor,Hard,Quarterfinals,5,Federer R.,Zverev M.,Federer R.,17,50,1980,894,1.08,8.0,6-1 7-5 6-2
Australian Open,2017-01-25,Grand Slam,Outdoor,Hard,Quarterfinals,5,Goffin D.,Dimitrov G.,Dimitrov G.,11,15,2750,2135,2.37,1.57,3-6 2-6 4-6
Australian Open,2017-01-25,Grand Slam,Outdoor,Hard,Quarterfinals,5,Nadal R.,Raonic M.,Nadal R.,9,3,3195,5290,1.66,2.2,6-4 7-6 6-4
Australian Open,2017-01-26,Grand Slam,Outdoor,Hard,Semifinals,5,Wawrinka S.,Federer R.,Federer R.,4,17,5155,1980,2.5,1.53,5-7 3-6 6-1 6-4 3-6
Australian Open,2017-01-27,Grand Slam,Outdoor,Hard,Semifinals,5,Nadal R.,Dimitrov G.,Nadal R.,9,15,3195,2135,1.36,3.25,6-3 5-7 7-6 6-7 6-4
Australian Open,2017-01-29,Grand Slam,Outdoor,Hard,The Final,5,Nadal R.,Federer R.,Federer R.,9,17,3195,1980,1.72,2.2,4-6 6-3 1-6 6-3 3-6
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Querrey S.,Fabbiano T.,Querrey S.,28,91,1495,610,1.2,4.5,7-6 7-5 6-2
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Whittington A.,Monteiro T.,Monteiro T.,210,100,255,544,1.22,4.33,6-4 3-6 6-7 6-7
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Janowicz J.,Shapovalov D.,Janowicz J.,141,164,400,344,1.8,2.0,6-4 3-6 6-3 7-6
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Sousa J.,Brown D.,Brown D.,62,97,830,585,3.0,1.4,6-3 6-7 4-6 4-6
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Basilashvili N.,Berlocq C.,Basilashvili N.,54,80,866,659,1.5,2.62,6-4 7-6 6-1
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Lu Y.H.,Bolelli S.,Bolelli S.,75,312,680,154,3.25,1.36,3-6 6-1 3-6 4-6
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Paire B.,Dutra Silva R.,Paire B.,46,473,960,79,1.16,5.0,6-4 3-6 7-6 6-4
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Kuznetsov An.,Khachanov K.,Khachanov K.,76,34,676,1176,2.75,1.44,6-7 6-2 3-6 6-1 2-6
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Tsonga J.W.,Norrie C.,Tsonga J.W.,10,221,3075,244,1.03,15.0,6-3 6-2 6-2
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Bublik A.,Murray A.,Murray A.,135,1,421,9390,15.0,1.03,1-6 4-6 2-6
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Nishikori K.,Cecchinato M.,Nishikori K.,9,102,3830,540,1.02,10.5,6-2 6-2 6-0
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Verdasco F.,Anderson K.,Anderson K.,35,42,1175,970,2.37,1.57,6-2 6-7 6-7 3-6
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Bautista Agut R.,Haider-Maurer A.,Bautista Agut R.,19,1039,2155,9,1.04,13.0,6-3 6-1 6-2
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Jaziri M.,Pouille L.,Pouille L.,77,16,671,2570,8.0,1.08,7-6 4-6 4-6 6-7
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Gojowczyk P.,Copil M.,Gojowczyk P.,140,85,410,629,1.8,2.0,7-6 2-6 6-3 6-1
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Benneteau J.,Stakhovsky S.,Stakhovsky S.,81,122,652,461,2.0,1.8,3-6 6-7 6-2 2-6
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Seppi A.,Gombos N.,Seppi A.,87,93,626,596,1.2,4.5,6-2 3-6 6-2 6-1
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Kohlschreiber P.,Cilic M.,Cilic M.,60,6,840,4235,5.0,1.16,4-6 2-6 3-6
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Nadal R.,Millman J.,Nadal R.,2,137,7285,414,1.04,13.0,6-1 6-3 6-2
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Karlovic I.,Bedene A.,Bedene A.,23,58,1835,853,1.44,2.75,7-6 6-7 7-6 6-7 6-8
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Fognini F.,Tursunov D.,Fognini F.,29,715,1430,30,1.1,7.0,6-1 6-3 6-3
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Laaksonen H.,Rosol L.,Rosol L.,104,214,538,249,3.75,1.28,6-4 5-7 3-6 4-6
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Muller G.,Fucsovics M.,Muller G.,26,109,1675,513,1.14,5.5,7-5 6-4 6-2
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Haas T.,Bemelmans R.,Bemelmans R.,258,124,205,457,1.4,3.0,2-6 6-3 3-6 5-7
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Vesely J.,Marchenko I.,Vesely J.,48,117,950,472,1.44,2.75,6-1 4-6 4-6 7-5 6-1
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Wawrinka S.,Medvedev D.,Medvedev D.,3,49,6175,922,1.4,3.0,4-6 6-3 4-6 1-6
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Dzumhur D.,Olivo R.,Dzumhur D.,83,89,635,623,1.33,3.4,6-2 6-0 6-1
Wimbledon,2017-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Kicker N.,Johnson S.,Johnson S.,94,31,589,1395,13.0,1.04,4-6 5-7 3-6
Wimbledon,2017-07-04,Grand Slam,Outdoor,Grass,1st Round,5,Pavlasek A.,Escobedo E.,Pavlasek A.,136,74,415,690,2.75,1.44,6-7 6-1 6-3 6-1
Wimbledon,2017-07-04,Grand Slam,Outdoor,Grass,1st Round,5,Berankis R.,Darcis S.,Darcis S.,196,61,280,831,2.75,1.44,6-4 3-6 6-2 4-6 3-6
Wimbledon,2017-07-04,Grand Slam,Outdoor,Grass,1st Round,5,Edmund K.,Ward A.,Edmund K.,50,869,898,17,1.12,6.0,4-6 6-3 6-2 6-1
Wimbledon,2017-07-04,Grand Slam,Outdoor,Grass,1st Round,5,Gasquet R.,Ferrer D.,Ferrer D.,27,39,1560,1005,1.11,6.5,3-6 4-6 7-5 2-6
Wimbledon,2017-07-04,Grand Slam,Outdoor,Grass,1st Round,5,Gulbis E.,Estrella Burgos V.,Gulbis E.,589,96,50,585,1.66,2.2,6-1 6-1 6-2
Wimbledon,2017-07-04,Grand Slam,Outdoor,Grass,1st Round,5,Daniel T.,Kukushkin M.,Kukushkin M.,92,118,609,465,3.0,1.4,6-4 4-6 6-7 2-6
Wimbledon,2017-07-04,Grand Slam,Outdoor,Grass,1st Round,5,Youzhny M.,Mahut N.,Youzhny M.,82,78,640,670,2.62,1.5,6-2 7-5 6-4
Wimbledon,2017-07-04,Grand Slam,Outdoor,Grass,1st Round,5,Tomic B.,Zverev M.,Zverev M.,59,30,845,1396,1.8,2.0,4-6 3-6 4-6
Wimbledon,2017-07-04,Grand Slam,Outdoor,Grass,1st Round,5,Del Potro J.M.,Kokkinakis T.,Del Potro J.M.,32,486,1325,75,1.2,4.5,6-3 3-6 7-6 6-4
Wimbledon,2017-07-04,Grand Slam,Outdoor,Grass,1st Round,5,Struff J.L.,Raonic M.,Raonic M.,53,7,883,4150,6.0,1.12,6-7 2-6 6-7
Wimbledon,2017-07-04,Grand Slam,Outdoor,Grass,1st Round,5,Ramos-Vinolas A.,Thompson J.,Ramos-Vinolas A.,22,86,1885,628,2.2,1.66,6-4 6-4 7-6
Wimbledon,2017-07-04,Grand Slam,Outdoor,Grass,1st Round,5,Travaglia S.,Rublev A.,Rublev A.,155,95,355,585,4.33,1.22,7-6 3-6 5-7 6-1 5-7
Wimbledon,2017-07-04,Grand Slam,Outdoor,Grass,1st Round,5,Monfils G.,Brands D.,Monfils G.,14,215,2695,249,1.1,7.0,6-3 7-5 6-4
Wimbledon,2017-07-04,Grand Slam,Outdoor,Grass,1st Round,5,Bagnis F.,Albot R.,Albot R.,107,108,514,513,4.5,1.2,6-4 4-6 6-7 6-7
Wimbledon,2017-07-04,Grand Slam,Outdoor,Grass,1st Round,5,Simon G.,Jarry N.,Simon G.,36,182,1095,299,1.25,4.0,7-6 6-3 6-3
